sample	chr	index	start	stop	pre_geno	cur_geno
4739_AC	Chr5	6	18212765	19246806	mo	pa
4739_AD	Chr1	1	28086871	28164380	pa	mo
4739_AD	Chr3	2	20392847	20808478	mo	pa
4739_AD	Chr4	3	13437285	14007702	mo	pa
4739_AD	Chr5	4	441168	1132939	mo	pa
4739_AD	Chr5	5	24794206	25817637	pa	mo
4739_AE	Chr1	1	494622	684943	pa	mo
4739_AE	Chr1	2	17366890	18183701	mo	pa
4739_AE	Chr1	3	26489485	26767845	pa	mo
4739_AE	Chr2	4	7665011	7739019	pa	mo
4739_AE	Chr4	5	7601231	7924099	pa	mo
4739_AE	Chr5	6	2091183	2154177	pa	mo
4739_AE	Chr5	7	9304724	9418428	mo	pa
4739_AE	Chr5	8	21550340	22168963	pa	mo
4739_AF	Chr1	1	494622	684943	mo	pa
4739_AF	Chr1	2	26767845	26849402	pa	mo
4739_AF	Chr2	3	11273360	12123403	pa	mo
4739_AF	Chr3	4	5820847	6205258	pa	mo
4739_AF	Chr3	5	19350777	20392847	mo	pa
4739_AF	Chr3	6	23162954	23366896	pa	mo
4739_AF	Chr4	7	6019466	6386348	pa	mo
4739_AF	Chr5	8	4711957	5125842	mo	pa
4739_AF	Chr5	9	19967870	20838647	pa	mo
4739_AF	Chr5	10	24886081	26015252	mo	pa
4739_AG	Chr1	1	9128457	9599460	pa	mo
4739_AG	Chr1	2	22690881	23655124	mo	pa
4739_AG	Chr2	3	18406134	18700221	pa	mo
4739_AG	Chr4	4	581830	942810	mo	pa
4739_AG	Chr4	5	10637217	10986289	pa	mo
4739_AG	Chr4	6	14498642	15049682	mo	pa
4739_AG	Chr5	7	6195215	7162950	mo	pa
4739_AH	Chr1	1	19976047	20305181	pa	mo
4739_AH	Chr1	2	26767845	27293875	mo	pa
4739_AH	Chr2	3	10154119	11273360	pa	mo
4739_AH	Chr2	4	16717834	17121296	mo	pa
4739_AH	Chr3	5	5820847	5985147	mo	pa
4739_AH	Chr4	6	2193690	2286269	mo	pa
4739_AH	Chr4	7	17001117	17755976	pa	pa
4739_AH	Chr5	8	1391341	1912861	pa	mo
4739_AH	Chr5	9	9002158	9556790	mo	pa
4739_AI	Chr1	1	4217270	5325059	mo	pa
4739_AI	Chr1	2	17096220	17947483	pa	mo
4739_AJ	Chr1	1	7756701	8035626	mo	pa
4739_AJ	Chr1	2	24204254	25219471	pa	mo
4739_AJ	Chr2	3	19167358	19515357	pa	mo
4739_AJ	Chr3	4	7008957	7790137	pa	mo
4739_AJ	Chr4	5	144397	570830	mo	pa
4739_AJ	Chr5	6	327803	367560	mo	pa
4739_AJ	Chr5	7	18632311	19929045	pa	mo
4739_AK	Chr1	1	494622	902093	mo	pa
4739_AK	Chr1	2	12673064	13019646	pa	mo
4739_AK	Chr1	3	24751571	25475452	mo	pa
4739_AK	Chr2	4	7151811	7739019	mo	pa
4739_AK	Chr2	5	17785459	18700221	pa	mo
4739_AK	Chr4	6	13437285	14624286	mo	pa
4739_AK	Chr5	7	5573771	6195215	mo	pa
4739_AL	Chr1	1	7756701	8426659	pa	mo
4739_AL	Chr1	2	24872184	25180090	mo	pa
4739_AL	Chr2	3	349205	595993	mo	pa
4739_AL	Chr3	4	3633397	4227013	mo	pa
4739_AL	Chr3	5	18579748	19288846	pa	mo
4739_AL	Chr4	6	570830	581830	pa	mo
4739_AL	Chr4	7	10200423	10415000	mo	pa
4739_AL	Chr5	8	442817	1132939	pa	mo
4739_AL	Chr5	9	26077437	26263694	mo	mo
4739_AM	Chr1	1	494622	592333	pa	mo
4739_AM	Chr1	2	9053374	9499354	mo	pa
4739_AM	Chr2	3	7739019	8863397	pa	mo
4739_AM	Chr4	4	11501472	11704467	pa	mo
4739_AM	Chr4	5	16402540	16751558	mo	pa
4739_AM	Chr5	6	367560	441168	pa	mo
4739_AM	Chr5	7	19968774	21550340	mo	pa
4739_AN	Chr1	1	2973529	3280143	mo	pa
4739_AN	Chr1	2	19455702	19753738	pa	mo
4739_AN	Chr1	3	22002519	22555099	mo	pa
4739_AN	Chr2	4	6061533	6295766	mo	pa
4739_AN	Chr3	5	19227283	19288846	pa	mo
4739_AN	Chr4	6	10200423	10282625	mo	pa
4739_AO	Chr1	1	899238	1240127	pa	mo
4739_AO	Chr1	2	18227499	18303763	mo	pa
4739_AO	Chr1	3	29941017	29946543	pa	mo
4739_AO	Chr3	4	5228310	5985147	pa	mo
4739_AO	Chr3	5	7348448	8073340	mo	pa
4739_AO	Chr3	6	21507525	22074489	pa	mo
4739_AP	Chr2	1	7220525	8330891	pa	mo
4739_AP	Chr3	2	18531329	19121013	mo	pa
4739_AP	Chr4	3	581830	942810	pa	mo
4739_AP	Chr4	4	7295129	7924099	mo	pa
4739_AQ	Chr4	1	144397	453537	mo	pa
4739_AR	Chr1	1	3761773	3890180	pa	mo
4739_AR	Chr1	2	12580333	13019646	mo	pa
4739_AR	Chr1	3	22930095	23655124	pa	mo
4739_AR	Chr1	4	28461861	28688013	mo	pa
4739_AR	Chr3	5	10359894	11325752	pa	mo
4739_AR	Chr3	6	14302076	14745538	mo	pa
4739_AR	Chr3	7	15432385	16958785	pa	mo
4739_AR	Chr4	8	2342135	2705570	mo	pa
4739_AR	Chr4	9	10415000	10637217	pa	mo
4739_AR	Chr5	10	17332268	17423240	mo	pa
4739_AR	Chr5	11	19968774	22310551	pa	mo
4739_AS	Chr1	1	7986970	8477088	mo	pa
4739_AS	Chr1	2	10509774	11716756	pa	mo
4739_AS	Chr2	3	349205	607946	mo	pa
4739_AS	Chr3	4	2858639	4227013	pa	mo
4739_AS	Chr4	5	5785801	6386348	mo	pa
4739_AS	Chr5	6	367560	441168	pa	mo
4739_AT	Chr1	1	980318	1103561	mo	pa
4739_AT	Chr1	2	15757983	16319488	pa	mo
4739_AT	Chr2	3	17891016	18406134	pa	mo
4739_AT	Chr3	4	8073340	8670705	mo	pa
4739_AT	Chr3	5	18579748	19121013	pa	mo
4739_AT	Chr4	6	17733418	17835612	mo	pa
4739_AT	Chr5	7	442817	1132939	mo	pa
4739_AT	Chr5	8	16394105	16954121	pa	mo
4739_AU	Chr1	1	7467580	8035626	mo	pa
4739_AU	Chr2	2	1565495	2185521	pa	mo
4739_AU	Chr2	3	15272178	15396809	mo	pa
4739_AU	Chr3	4	16263422	17172873	pa	mo
4739_AU	Chr4	5	144397	657983	mo	pa
4739_AU	Chr4	6	1708439	2286269	pa	mo
4739_AU	Chr4	7	13437285	14150054	mo	pa
4739_AU	Chr5	8	17720014	18501126	pa	mo
4739_AU	Chr5	9	19961979	21550340	mo	pa
4739_AV	Chr1	1	15873892	16319488	pa	mo
4739_AV	Chr1	2	22864750	22930095	mo	pa
4739_AV	Chr1	3	28688013	29108602	pa	mo
4739_AV	Chr2	4	9733165	10778195	mo	pa
4739_AV	Chr3	5	1107044	1663416	pa	mo
4739_AV	Chr3	6	8073340	9187356	mo	pa
4739_AV	Chr4	7	13493220	14007702	pa	mo
4739_AV	Chr5	8	4972203	5573771	pa	mo
4739_AV	Chr5	9	19512842	19967870	mo	pa
4739_AW	Chr1	1	329428	343269	pa	mo
4739_AW	Chr1	2	28214818	28688013	mo	pa
4739_AW	Chr2	3	1565495	2310331	pa	mo
4739_AW	Chr3	4	826147	1557291	mo	pa
4739_AW	Chr3	5	7790137	8928879	pa	mo
4739_AW	Chr4	6	4541055	5101685	pa	mo
4739_AW	Chr5	7	2154177	3583915	mo	pa
4739_AW	Chr5	8	15612146	16316545	pa	mo
4739_AW	Chr5	9	26363086	26676034	mo	mo
4739_AX	Chr1	1	17194331	18227499	mo	pa
4739_AX	Chr1	2	22002519	22555099	pa	mo
4739_AX	Chr2	3	16521301	16963119	mo	pa
4739_AX	Chr3	4	8705090	8913739	pa	mo
4739_AX	Chr4	5	10881463	10986289	mo	pa
4739_AX	Chr5	6	24886081	26263694	pa	mo
4739_AY	Chr1	1	1103561	1315488	pa	mo
4739_AY	Chr1	2	8089073	8426659	mo	pa
4739_AY	Chr2	3	17785459	18406134	pa	mo
4739_AY	Chr4	4	10200423	10415000	mo	pa
4739_AZ	Chr1	1	25511889	25773361	pa	mo
4739_AZ	Chr3	2	1893121	2393205	pa	mo
4739_AZ	Chr4	3	4122336	4315345	mo	pa
4739_AZ	Chr5	4	2154177	3810673	mo	pa
4739_AZ	Chr5	5	7728802	8338759	pa	mo
4739_AZ	Chr5	6	8657491	9002158	mo	pa
4739_AZ	Chr5	7	19968774	22168963	pa	mo
4739_BA	Chr3	1	11583433	11921358	pa	mo
4739_BA	Chr4	2	7610899	8084418	mo	pa
4739_BA	Chr5	3	15848295	16032199	pa	mo
4739_BB	Chr1	1	343269	494622	pa	mo
4739_BB	Chr1	2	17529962	18227499	mo	pa
4739_BB	Chr1	3	26489485	26767845	pa	mo
4739_BB	Chr2	4	4276910	5108756	mo	pa
4739_BB	Chr3	5	5073141	5514894	mo	pa
4739_BB	Chr3	6	20772285	20897808	pa	mo
4739_BB	Chr4	7	581830	897939	mo	pa
4739_BB	Chr4	8	11214360	11432004	pa	mo
4739_BC	Chr1	1	1326004	1936156	mo	pa
4739_BC	Chr1	2	9128457	9599460	pa	mo
4739_BC	Chr3	3	8670705	9603444	pa	mo
4739_BC	Chr3	4	15650188	17320193	mo	pa
4739_BC	Chr4	5	11991480	12310666	mo	pa
4739_BC	Chr5	6	7738966	8391619	pa	mo
4739_BD	Chr2	1	7739019	8863397	pa	mo
4739_BD	Chr2	2	11273360	11663165	mo	pa
4739_BD	Chr3	3	20808478	21022666	mo	pa
4739_BD	Chr4	4	8305298	8445186	pa	mo
4739_BE	Chr1	1	980318	1326004	mo	pa
4739_BE	Chr1	2	3718370	4217270	pa	mo
4739_BE	Chr1	3	24641144	25219471	mo	pa
4739_BE	Chr3	4	510184	1107044	pa	mo
4739_BE	Chr3	5	4259998	4731014	mo	pa
4739_BE	Chr3	6	11583433	11921358	pa	mo
4739_BE	Chr4	7	2286269	3609297	pa	mo
4739_BE	Chr4	8	8084418	8356884	mo	pa
4739_BE	Chr4	9	10637217	10986289	pa	mo
4739_BE	Chr5	10	2197151	3812361	pa	mo
4739_BE	Chr5	11	15933517	16316545	mo	pa
4739_BF	Chr1	1	22930095	23655124	pa	mo
4739_BF	Chr2	2	9657608	9785639	pa	mo
4739_BF	Chr4	3	16603799	16967031	pa	mo
4739_BF	Chr5	4	2654784	3583915	mo	pa
4739_BG	Chr3	1	15650188	17172873	pa	mo
4739_BG	Chr5	2	367560	442817	mo	pa
4739_BH	Chr2	1	349205	1290853	mo	pa
4739_BH	Chr2	2	6526491	6820442	pa	mo
4739_BH	Chr3	3	5820847	5985147	mo	pa
4739_BH	Chr3	4	18579748	19350777	pa	mo
4739_BH	Chr4	5	2246736	3609297	pa	mo
4739_BH	Chr4	6	16967031	18106917	mo	pa
4739_BH	Chr5	7	25757957	26015252	mo	pa
4739_BI	Chr1	1	4069081	4738542	mo	pa
4739_BI	Chr2	2	349205	595993	pa	mo
4739_BI	Chr4	3	6036341	6539536	pa	mo
4739_BI	Chr4	4	11961805	12280792	mo	pa
4739_BI	Chr5	5	24794206	25757957	mo	pa
4739_BJ	Chr1	1	1382942	1740069	pa	mo
4739_BJ	Chr1	2	19753738	19931036	mo	pa
4739_BJ	Chr1	3	24204254	24751571	pa	mo
4739_BJ	Chr2	4	349205	595993	mo	pa
4739_BJ	Chr2	5	17891016	18406134	pa	mo
4739_BJ	Chr4	6	10200423	10282625	mo	pa
4739_BJ	Chr5	7	7346189	7442091	pa	mo
4739_BJ	Chr5	8	21550340	22168963	mo	pa
4739_BK	Chr1	1	902093	1315488	pa	mo
4739_BK	Chr1	2	25773361	26386198	mo	pa
4739_BK	Chr2	3	349205	1565495	mo	pa
4739_BK	Chr3	4	8928879	9603444	mo	pa
4739_BK	Chr5	5	1377183	1747035	pa	mo
4739_BK	Chr5	6	17524080	18030700	mo	pa
4739_BK	Chr5	7	22500129	22843413	pa	mo
4739_BL	Chr1	1	12533321	13007682	pa	mo
4739_BL	Chr2	2	6061533	6526491	pa	mo
4739_BL	Chr3	3	8705090	9187356	mo	pa
4739_BL	Chr3	4	21659315	22980214	pa	mo
4739_BL	Chr4	5	6019466	6564920	pa	mo
4739_BM	Chr1	1	10662847	11852756	pa	mo
4739_BM	Chr2	2	17459699	18406134	mo	pa
4739_BM	Chr5	3	1377183	1747035	mo	pa
4739_BN	Chr1	1	22864750	23800033	pa	mo
4739_BO	Chr1	1	28688013	28986766	mo	pa
4739_BO	Chr2	2	6295766	6526491	pa	mo
4739_BO	Chr5	3	26363086	26658967	mo	mo
4739_BP	Chr1	1	980318	1326004	pa	mo
4739_BP	Chr1	2	9499354	9599460	mo	pa
4739_BP	Chr1	3	17947483	18227499	pa	mo
4739_BP	Chr3	4	2649641	2858639	pa	mo
4739_BP	Chr3	5	7348448	7360321	mo	pa
4739_BP	Chr5	6	24886081	25817637	mo	pa
4739_BQ	Chr2	1	11273360	11693576	mo	pa
4739_BQ	Chr3	2	10479748	11263837	pa	mo
4739_BQ	Chr3	3	15442895	17172873	mo	pa
4739_BQ	Chr5	4	21982172	22281819	mo	pa
4739_BR	Chr1	1	10662847	11852756	mo	pa
4739_BR	Chr2	2	19558397	19696198	mo	pa
4739_BS	Chr1	1	12533321	12897231	mo	pa
4739_BS	Chr2	2	2013155	2749969	pa	mo
4739_BS	Chr4	3	7220737	7924099	mo	pa
4739_BT	Chr1	1	13007682	13226713	pa	mo
4739_BT	Chr3	2	620581	1184920	pa	mo
4739_BT	Chr3	3	11921358	12328923	mo	pa
4739_BT	Chr4	4	1624176	1717920	pa	mo
4739_BT	Chr5	5	13900697	13951361	mo	pa
4739_BT	Chr5	6	19967870	20838647	pa	mo
4739_BU	Chr1	1	24641144	25475452	mo	pa
4739_BU	Chr3	2	5152861	5514894	pa	mo
4739_BU	Chr3	3	19350777	20085249	mo	pa
4739_BV	Chr1	1	11716756	12149467	pa	mo
4739_BV	Chr1	2	18656696	19189211	mo	pa
4739_BV	Chr1	3	28066533	28429912	pa	mo
4739_BV	Chr2	4	14769568	15064908	pa	mo
4739_BV	Chr2	5	19167358	19391712	mo	pa
4739_BV	Chr4	6	10415000	10881463	pa	mo
4739_BV	Chr5	7	19929045	21550340	mo	pa
4739_BW	Chr1	1	10398794	10662847	pa	mo
4739_BW	Chr1	2	28086871	28152497	mo	pa
4739_BW	Chr2	3	18456227	18700221	mo	pa
4739_BW	Chr3	4	19712368	20085249	mo	pa
4739_BW	Chr5	5	19967870	20838647	mo	pa
4739_BX	Chr2	1	5799153	5839031	mo	pa
4739_BX	Chr3	2	9326214	9603444	pa	mo
4739_BX	Chr5	3	9304724	9418428	mo	pa
4739_BY	Chr1	1	6903695	7475125	mo	pa
4739_BY	Chr1	2	24194938	24204254	pa	mo
4739_BY	Chr2	3	10778195	11273360	pa	mo
4739_BY	Chr2	4	18456227	18666158	mo	pa
4739_BY	Chr5	5	367560	441168	mo	pa
4739_BY	Chr5	6	18632311	18880888	pa	mo
4739_BZ	Chr1	1	120907	343269	mo	pa
4739_BZ	Chr1	2	12149467	12168338	pa	mo
4739_BZ	Chr2	3	11663165	12252451	mo	pa
4739_BZ	Chr5	4	7346189	7595103	mo	pa
4739_BZ	Chr5	5	24670325	25817637	pa	mo
4739_CA	Chr1	1	28688013	28986766	mo	pa
4739_CA	Chr3	2	1184920	1847646	pa	mo
4739_CA	Chr4	3	9324787	9968673	pa	mo
4739_CA	Chr5	4	16496923	17115867	mo	pa
4739_CB	Chr3	1	7790137	8073340	pa	mo
4739_CB	Chr4	2	9214151	9717037	mo	pa
4739_CC	Chr2	1	15652286	15838184	mo	pa
4739_CC	Chr4	2	10200423	10415000	mo	pa
4739_CC	Chr5	3	7104159	7346189	mo	pa
4739_CD	Chr3	1	10359894	10506490	pa	mo
4739_CE	Chr2	1	7151811	7665011	mo	pa
4739_CE	Chr3	2	8705090	9326214	pa	mo
4739_CE	Chr5	3	22500129	22843413	pa	mo
4739_CF	Chr1	1	4217270	4738542	pa	mo
4739_CF	Chr1	2	20790020	21243250	mo	pa
4739_CF	Chr3	3	15650188	17172873	mo	pa
4739_CF	Chr4	4	17001117	18106917	mo	pa
4739_CG	Chr1	1	24641144	25219471	mo	pa
4739_CG	Chr5	2	6352342	6589954	pa	mo
4739_CH	Chr1	1	3761773	4738542	mo	pa
4739_CH	Chr1	2	12112748	12673741	pa	mo
4739_CH	Chr1	3	28214818	28461861	mo	pa
4739_CH	Chr2	4	15436486	15572175	mo	pa
4739_CH	Chr3	5	21507525	21512117	pa	mo
4739_CH	Chr4	6	570830	657983	mo	pa
4739_CH	Chr4	7	4122336	6386348	pa	mo
4739_CH	Chr5	8	23480657	23622237	pa	mo
4739_CI	Chr1	1	5325059	5672056	pa	mo
4739_CI	Chr1	2	19455702	20561378	mo	pa
4739_CI	Chr3	3	9187356	9603444	pa	mo
4739_CI	Chr5	4	3583915	3812361	mo	pa
4739_CI	Chr5	5	21761637	22168963	pa	mo
4739_CI	Chr5	6	23492062	23866229	mo	pa
4739_CJ	Chr1	1	22653458	22793497	mo	pa
4739_CJ	Chr2	2	349205	595993	mo	pa
4739_CJ	Chr2	3	13631527	13887503	pa	mo
4739_CJ	Chr4	4	782404	1276699	pa	mo
4739_CJ	Chr5	5	327803	441168	pa	mo
4739_CK	Chr1	1	27875795	28086871	pa	mo
4739_CK	Chr2	2	6121202	6820442	mo	pa
4739_CK	Chr5	3	3910931	4605336	pa	mo
4739_CK	Chr5	4	19510652	19965009	mo	pa
4739_CL	Chr1	1	2973529	3014545	pa	mo
4739_CL	Chr2	2	9352938	10154119	mo	pa
4739_CL	Chr3	3	15544165	16311515	pa	mo
4739_CL	Chr4	4	10986289	11426135	pa	mo
4739_CL	Chr5	5	19967870	21761637	pa	mo
4739_CM	Chr1	1	1382942	1936156	pa	mo
4739_CM	Chr1	2	11716756	12073661	mo	pa
4739_CM	Chr1	3	22864750	23001675	pa	mo
4739_CM	Chr2	4	14769568	15396809	mo	pa
4739_CM	Chr3	5	7790137	8913739	mo	pa
4739_CM	Chr3	6	20772285	20864107	pa	mo
4739_CM	Chr5	7	8391619	9002158	mo	pa
4739_CN	Chr1	1	343269	494622	pa	mo
4739_CN	Chr1	2	6054193	6291495	mo	pa
4739_CN	Chr1	3	29025022	29672274	pa	mo
4739_CN	Chr2	4	820992	2011075	pa	mo
4739_CN	Chr3	5	3251828	4245149	mo	pa
4739_CN	Chr4	6	7884696	8445186	mo	pa
4739_CO	Chr1	1	27293875	27334764	mo	pa
4739_CO	Chr4	2	6022732	6539536	mo	pa
4739_CO	Chr5	3	13256435	13900697	pa	mo
4739_CP	Chr1	1	22750547	22864750	mo	pa
4739_CP	Chr3	2	15544165	17320193	mo	pa
4739_CP	Chr4	3	9250379	9799565	mo	pa
4739_CP	Chr5	4	14688982	15404397	mo	pa
4739_CQ	Chr1	1	16993732	17529962	pa	mo
4739_CQ	Chr2	2	15838184	16315196	mo	pa
4739_CQ	Chr3	3	4673567	4779450	mo	pa
4739_CQ	Chr5	4	827005	1941017	mo	pa
4739_CQ	Chr5	5	13175014	13900697	pa	mo
4740_A	Chr2	1	17891016	18700221	pa	mo
4740_A	Chr5	2	8657491	9304724	pa	mo
4740_B	Chr1	1	27500349	27935886	pa	mo
4740_B	Chr3	2	1184920	1647770	pa	mo
4740_B	Chr3	3	7621094	8913739	mo	pa
4740_C	Chr1	1	10660019	12073661	mo	pa
4740_C	Chr1	2	30024006	30295532	pa	mo
4740_C	Chr2	3	15064908	15396809	pa	mo
4740_C	Chr2	4	17587796	18456227	mo	pa
4740_C	Chr3	5	8928879	9603444	mo	pa
4740_C	Chr4	6	705829	1321320	pa	mo
4740_C	Chr5	7	5100766	5573771	mo	pa
4740_D	Chr1	1	8477088	8944879	mo	pa
4740_D	Chr1	2	23884398	24641144	pa	mo
4740_D	Chr2	3	820992	1334861	pa	mo
4740_E	Chr2	1	10778195	11693576	mo	pa
4740_E	Chr4	2	17480121	17755976	pa	mo
4740_F	Chr1	1	5505868	5782954	pa	mo
4740_F	Chr1	2	22690881	23001675	mo	pa
4740_F	Chr2	3	6121202	7128467	pa	mo
4740_F	Chr3	4	19763854	20085249	pa	mo
4740_F	Chr4	5	7080913	7884696	pa	mo
4740_F	Chr5	6	17524080	18030700	pa	mo
4740_G	Chr1	1	18183701	18498714	mo	pa
4740_G	Chr2	2	5799153	6295766	pa	mo
4740_G	Chr3	3	1107044	1184920	pa	mo
4740_G	Chr4	4	10496467	10536514	pa	mo
4740_H	Chr1	1	17192465	18183701	mo	pa
4740_H	Chr2	2	7220525	8330891	mo	pa
4740_H	Chr5	3	17524080	18030700	pa	mo
4740_H	Chr5	4	23533057	24547657	mo	pa
4740_I	Chr1	1	6123599	6208300	mo	pa
4740_I	Chr1	2	10328094	11852756	pa	mo
4740_I	Chr2	3	1334861	1428029	pa	mo
4740_I	Chr2	4	12292325	13256617	mo	pa
4740_I	Chr5	5	15420067	16255468	pa	mo
4740_J	Chr2	1	5839031	7128467	pa	mo
4740_J	Chr4	2	581830	1276699	pa	mo
4740_J	Chr5	3	13007684	13481822	pa	mo
4740_K	Chr1	1	120907	329428	pa	mo
4740_K	Chr1	2	12673741	13398223	mo	pa
4740_K	Chr1	3	29682872	29870741	pa	mo
4740_K	Chr2	4	607946	820992	pa	mo
4740_K	Chr3	5	2983429	3633397	mo	pa
4740_K	Chr3	6	18154691	18479876	pa	mo
4740_L	Chr3	1	5765050	5820847	mo	pa
4740_L	Chr5	2	2091183	3810673	mo	pa
4740_L	Chr5	3	20838647	22310551	pa	mo
4740_M	Chr1	1	7164474	7658169	mo	pa
4740_M	Chr3	2	4888192	5336670	pa	mo
4740_M	Chr3	3	20392847	20808478	mo	pa
4740_M	Chr4	4	10200423	10487951	pa	mo
4740_N	Chr1	1	4764506	5768542	mo	pa
4740_N	Chr1	2	10660019	11164457	pa	mo
4740_N	Chr2	3	7220525	8904802	pa	mo
4740_N	Chr2	4	17891016	19167358	mo	pa
4740_N	Chr3	5	10479748	11325752	pa	mo
4740_N	Chr4	6	9817367	10200423	pa	mo
4740_O	Chr2	1	11448282	12071327	pa	mo
4740_O	Chr2	2	19167358	19515357	mo	pa
4740_O	Chr3	3	11608304	12381884	pa	mo
4740_O	Chr5	4	16480026	16954121	pa	mo
4740_P	Chr1	1	7681576	8477088	mo	pa
4740_P	Chr1	2	19753738	20561378	pa	mo
4740_P	Chr2	3	12988853	13414571	mo	pa
4740_P	Chr2	4	15554155	16118825	pa	mo
4740_P	Chr3	5	22074489	22829798	mo	pa
4740_P	Chr5	6	7798507	8657491	mo	pa
4740_P	Chr5	7	21550340	22310551	pa	mo
4740_Q	Chr1	1	900557	1315488	mo	pa
4740_Q	Chr1	2	8426659	8505030	pa	mo
4740_Q	Chr2	3	7151811	8330891	mo	pa
4740_Q	Chr2	4	19515357	19558397	pa	mo
4740_Q	Chr3	5	18479876	19227283	mo	pa
4740_Q	Chr4	6	14679853	15853858	pa	mo
4740_Q	Chr5	7	3910931	4820160	mo	pa
4740_Q	Chr5	8	19965009	20838647	pa	mo
4740_R	Chr1	1	22094005	22555099	pa	mo
4740_R	Chr2	2	1565495	2185521	pa	mo
4740_R	Chr2	3	13041445	13414571	mo	pa
4740_R	Chr3	4	4245149	4567379	pa	mo
4740_R	Chr4	5	453537	570830	mo	pa
4740_R	Chr5	6	19968774	22310551	pa	mo
4740_S	Chr3	1	15169931	15544165	mo	pa
4740_S	Chr4	2	453537	570830	pa	mo
4740_S	Chr5	3	6298851	6536152	mo	pa
4740_S	Chr5	4	15420067	16255468	pa	mo
4740_T	Chr1	1	9239621	10047877	mo	pa
4740_T	Chr1	2	22239708	22690881	pa	mo
4740_T	Chr2	3	13887503	14912468	mo	pa
4740_T	Chr4	4	7080913	7884696	pa	mo
4740_T	Chr5	5	16480026	16496923	pa	mo
4740_U	Chr3	1	10105733	11390460	pa	mo
4740_U	Chr3	2	19350777	20772285	mo	pa
4740_U	Chr5	3	21761637	22500129	mo	pa
4740_V	Chr1	1	18748724	19217944	mo	pa
4740_V	Chr3	2	1107044	1647770	pa	mo
4740_V	Chr3	3	22074489	22829798	mo	pa
4740_V	Chr5	4	22684090	22843413	mo	pa
4740_W	Chr1	1	10509774	11852756	pa	mo
4740_W	Chr2	2	349205	595993	mo	pa
4740_W	Chr4	3	14498642	15049682	mo	pa
4740_W	Chr5	4	1377183	1391341	pa	mo
4740_W	Chr5	5	22843413	23537605	mo	pa
4740_X	Chr1	1	14327500	15015278	mo	pa
4740_X	Chr2	2	7665011	7739019	mo	pa
4740_Z	Chr2	1	7151811	8904802	mo	pa
4740_Z	Chr5	2	16255468	16278658	pa	mo
4740_AA	Chr1	1	7756701	8426659	pa	mo
4740_AA	Chr1	2	25688674	26013735	mo	pa
4740_AA	Chr3	3	15442895	16958785	pa	mo
4740_AB	Chr1	1	3095585	3593081	mo	pa
4740_AB	Chr1	2	4738542	5768542	pa	mo
4740_AB	Chr1	3	27875795	28051396	mo	pa
4740_AB	Chr3	4	5336670	5597083	pa	mo
4740_AB	Chr5	5	8782762	9068903	mo	pa
4740_AC	Chr1	1	10328094	10509774	pa	mo
4740_AC	Chr2	2	19167358	19391712	mo	pa
4740_AC	Chr3	3	19185287	19763854	pa	mo
4740_AC	Chr4	4	144397	570830	mo	pa
4740_AC	Chr5	5	25757957	26015252	mo	pa
4740_AD	Chr1	1	9128457	9239621	mo	pa
4740_AD	Chr1	2	25219471	25458236	pa	mo
4740_AD	Chr3	3	4891679	5514894	mo	pa
4740_AD	Chr4	4	570830	782404	pa	mo
4740_AE	Chr1	1	26849402	27334764	pa	mo
4740_AE	Chr3	2	10506490	11550330	mo	pa
4740_AE	Chr5	3	24547657	24670325	mo	pa
4740_AF	Chr1	1	26767845	26849402	mo	pa
4740_AF	Chr4	2	4541055	5136819	pa	mo
