sample	chr	index	start	stop	pre_geno	cur_geno
4739_AS	Chr2	2	7578551	7755558	mo	pa
4739_AS	Chr2	3	13567873	13796964	pa	mo
4739_AS	Chr3	4	17462878	17984416	pa	mo
4739_AS	Chr4	5	5321606	5917052	pa	mo
4739_AS	Chr4	6	14243183	15084561	mo	pa
4739_AS	Chr5	7	23014271	23265911	pa	mo
4739_AT	Chr1	1	18326530	18411725	pa	mo
4739_AT	Chr2	2	1526558	1744800	mo	pa
4739_AT	Chr5	3	15237587	15816703	pa	mo
4739_AT	Chr5	4	25666781	26558168	mo	pa
4739_AU	Chr1	1	21619010	23368828	mo	pa
4739_AU	Chr2	2	11957241	12486243	pa	mo
4739_AU	Chr3	3	3597934	3856181	mo	pa
4739_AU	Chr4	4	1087286	1934426	mo	pa
4739_AV	Chr2	1	5916772	6590072	pa	mo
4739_AV	Chr3	2	7322632	7949512	pa	mo
4739_AW	Chr2	1	279510	1179022	mo	pa
4739_AW	Chr3	2	18777910	19519769	pa	mo
4739_AW	Chr5	3	8626720	8669279	pa	mo
4739_AX	Chr1	1	16625677	17582424	pa	mo
4739_AY	Chr2	1	352868	789064	mo	pa
4739_AY	Chr3	2	4825657	5145409	pa	mo
4739_AY	Chr3	3	10596666	11389579	mo	pa
4739_AY	Chr4	4	10699709	10896521	pa	mo
4739_AZ	Chr1	1	2403956	3822844	pa	mo
4739_AZ	Chr1	2	9931170	10745320	mo	pa
4739_AZ	Chr2	3	14043866	15043325	pa	mo
4739_AZ	Chr3	4	4814295	5145409	pa	mo
4739_AZ	Chr4	5	11897227	12038840	mo	pa
4739_AZ	Chr5	6	7552839	8669279	mo	pa
4739_AZ	Chr5	7	20133763	21635688	pa	mo
4739_BA	Chr2	1	6550678	6571831	mo	pa
4739_BA	Chr5	2	7930579	8669279	mo	pa
4739_BA	Chr5	3	21635688	22575728	pa	mo
4739_BB	Chr1	1	22376869	23368828	mo	pa
4739_BB	Chr3	2	3399046	3702735	mo	pa
4739_BB	Chr5	3	18965132	20133763	pa	mo
4739_BC	Chr1	1	15963931	16632544	pa	mo
4739_BC	Chr2	2	15043325	16097808	pa	mo
4739_BC	Chr5	3	25023520	26036538	pa	mo
4739_BD	Chr1	1	17985253	18612497	mo	pa
4739_BD	Chr2	2	352868	1179022	mo	pa
4739_BD	Chr4	3	2066235	2718290	pa	mo
4739_BD	Chr5	4	23930934	24638547	mo	pa
4739_BE	Chr1	1	16632544	17582424	pa	mo
4739_BE	Chr2	2	16687833	18215998	mo	pa
4739_BE	Chr3	3	16406182	17946707	mo	pa
4739_BE	Chr4	4	1986110	3329193	pa	mo
4739_BE	Chr5	5	17744003	18693604	pa	mo
4739_BE	Chr5	6	20892078	22769226	mo	pa
4739_BF	Chr1	1	4507768	4976250	pa	mo
4739_BF	Chr2	2	5757546	6232582	mo	pa
4739_BF	Chr3	3	10121989	10596666	pa	mo
4739_BF	Chr5	4	5143873	5902935	mo	pa
4739_BH	Chr4	1	11336197	12038840	pa	mo
4739_BH	Chr4	2	12663592	13674589	mo	pa
4739_BI	Chr1	1	12377719	13311753	mo	pa
4739_BI	Chr2	2	11537933	11919204	pa	mo
4739_BI	Chr4	3	11897227	12038840	mo	pa
4739_BJ	Chr3	1	17388546	17462878	pa	mo
4739_BJ	Chr5	2	17420313	17973911	mo	pa
4739_BK	Chr1	1	8093651	8642920	pa	mo
4739_BK	Chr4	2	5112498	5917052	pa	mo
4739_BK	Chr5	3	5518672	6831327	mo	pa
4739_BL	Chr3	1	3597934	4825657	pa	mo
4739_BL	Chr3	2	19106123	19606573	mo	pa
4739_BL	Chr4	3	6286324	6563102	mo	pa
4739_BL	Chr5	4	2731437	3507550	mo	pa
4739_BL	Chr5	5	20133763	20892078	pa	mo
4739_BM	Chr1	1	5434782	5856286	pa	mo
4739_BM	Chr1	2	22636698	23368828	mo	pa
4739_BM	Chr3	3	6580440	7011240	pa	mo
4739_BM	Chr4	4	298303	755432	pa	mo
4739_BM	Chr4	5	2395455	3043257	mo	pa
4739_BM	Chr5	6	714349	884595	pa	mo
4739_BM	Chr5	7	1588703	2512500	mo	pa
4739_BM	Chr5	8	5902935	6853607	pa	mo
4739_BM	Chr5	9	23376725	24638547	mo	pa
4739_BN	Chr1	1	5338025	6040648	pa	mo
4739_BN	Chr1	2	7305335	8642920	mo	pa
4739_BN	Chr1	3	22560486	23771998	pa	mo
4739_BN	Chr1	4	24622731	25776606	mo	pa
4739_BN	Chr2	5	1284745	1526558	mo	pa
4739_BN	Chr2	6	16290095	16946051	pa	mo
4739_BN	Chr3	7	378941	451128	pa	mo
4739_BN	Chr3	8	10199224	11389579	mo	pa
4739_BN	Chr4	9	4128885	4357668	mo	pa
4739_BN	Chr4	10	6264249	6462018	pa	mo
4739_BN	Chr4	11	13674589	14243183	mo	pa
4739_BN	Chr5	12	17531918	18371771	mo	pa
4739_BO	Chr1	1	520704	1656138	mo	pa
4739_BO	Chr1	2	7670158	8620719	pa	mo
4739_BO	Chr1	3	20544011	20789190	mo	pa
4739_BO	Chr2	4	789064	1011238	pa	mo
4739_BO	Chr2	5	12733163	13413286	mo	pa
4739_BO	Chr3	6	2344704	2956624	pa	mo
4739_BO	Chr5	7	23170730	23837449	mo	pa
4739_BP	Chr1	1	4050127	4466390	pa	mo
4739_BP	Chr3	2	3945745	4814295	pa	mo
4739_BP	Chr4	3	9202610	9904023	mo	pa
4739_BP	Chr5	4	18640928	18693604	mo	pa
4739_BQ	Chr2	1	14043866	15043325	pa	mo
4739_BQ	Chr3	2	1044678	1166576	pa	mo
4739_BQ	Chr3	3	9720890	10223929	mo	pa
4739_BQ	Chr4	4	12928268	14243183	mo	pa
4739_BQ	Chr5	5	10209214	10386657	mo	pa
4739_BQ	Chr5	6	23376725	24638547	pa	mo
4739_BR	Chr1	1	231383	268739	pa	mo
4739_BR	Chr1	2	3822844	4395326	mo	pa
4739_BR	Chr2	3	7128425	7308817	pa	mo
4739_BR	Chr2	4	15064626	15517843	mo	pa
4739_BR	Chr2	5	19088300	19092230	pa	mo
4739_BR	Chr3	6	16158176	16888407	pa	mo
4739_BR	Chr4	7	11531584	12017905	pa	mo
4739_BR	Chr4	8	12727138	13636705	mo	pa
4739_BR	Chr5	9	1456039	1969872	pa	mo
4739_BR	Chr5	10	23014271	23837449	mo	pa
4739_BS	Chr1	1	6772091	8377678	mo	pa
4739_BS	Chr2	2	1870433	2108199	pa	mo
4739_BS	Chr3	3	7902643	8620602	pa	mo
4739_BS	Chr4	4	5112498	5917052	pa	mo
4739_BT	Chr1	1	18411725	18612497	pa	mo
4739_BT	Chr2	2	14809222	15064626	pa	mo
4739_BT	Chr3	3	2344704	3519002	pa	mo
4739_BT	Chr3	4	14010964	14395340	mo	pa
4739_BT	Chr4	5	573698	688273	pa	mo
4739_BT	Chr4	6	9295086	9923722	mo	pa
4739_BT	Chr5	7	15415369	15816703	pa	mo
4739_BU	Chr1	1	19778263	20538108	pa	mo
4739_BU	Chr1	2	25776606	26551068	mo	pa
4739_BU	Chr2	3	14033684	15517843	pa	mo
4739_BU	Chr4	4	9923722	10441023	mo	pa
4739_BU	Chr5	5	16253660	17259817	mo	pa
4739_BV	Chr2	1	16430072	16946051	pa	mo
4739_BV	Chr3	2	9072645	9359729	pa	mo
4739_BV	Chr5	3	2737008	3235872	pa	mo
4739_BV	Chr5	4	14190370	15640790	mo	pa
4739_BW	Chr1	1	690908	1656138	mo	pa
4739_BW	Chr2	2	9868887	10458130	pa	mo
4739_BW	Chr3	3	15384340	16158176	pa	mo
4739_BW	Chr4	4	16836873	16901145	pa	mo
4739_BW	Chr5	5	8669279	9337226	pa	mo
4739_BX	Chr1	1	3863776	4466390	pa	mo
4739_BX	Chr1	2	8093651	9107148	mo	pa
4739_BX	Chr1	3	28725820	29061063	pa	mo
4739_BX	Chr3	4	7902643	8525429	pa	mo
4739_BX	Chr3	5	17984416	18672194	mo	pa
4739_BX	Chr5	6	884595	1315078	pa	mo
4739_BY	Chr1	1	9107148	9421563	mo	pa
4739_BY	Chr1	2	10837308	11250138	pa	mo
4739_BY	Chr1	3	16625677	16632544	mo	pa
4739_BY	Chr2	4	15064626	16132643	mo	pa
4739_BY	Chr2	5	19088300	19092230	pa	mo
4739_BY	Chr3	6	3856181	4814295	mo	pa
4739_BY	Chr5	7	25600633	26036538	mo	pa
4739_BZ	Chr1	1	27936625	28653598	pa	mo
4739_BZ	Chr1	2	30139285	30181096	mo	pa
4739_BZ	Chr3	3	7949512	8620602	pa	mo
4739_BZ	Chr4	4	5112498	5917052	pa	mo
4739_BZ	Chr5	5	5902935	6853607	pa	mo
4739_BZ	Chr5	6	16253660	17259817	mo	pa
4739_BZ	Chr5	7	20892078	21635688	pa	mo
4739_CA	Chr1	1	2030526	2230748	pa	mo
4739_CA	Chr1	2	28095886	28555752	mo	pa
4739_CA	Chr2	3	7670176	8294845	pa	mo
4739_CA	Chr3	4	7191719	7778781	pa	mo
4739_CA	Chr4	5	2572741	3003315	mo	pa
4739_CA	Chr4	6	16240767	16757272	pa	mo
4739_CA	Chr5	7	10209214	10784253	mo	pa
4739_CB	Chr1	1	146014	231383	pa	mo
4739_CB	Chr1	2	4976250	5844546	mo	pa
4739_CB	Chr1	3	25776606	26996982	pa	mo
4739_CB	Chr2	4	7924490	8382328	pa	mo
4739_CB	Chr3	5	6236888	6538427	mo	pa
4739_CB	Chr3	6	17774419	18216948	pa	mo
4739_CB	Chr4	7	2572741	3027286	mo	pa
4739_CB	Chr4	8	17255451	17724206	pa	mo
4739_CB	Chr5	9	2512500	3235872	pa	mo
4739_CB	Chr5	10	5143873	5902935	mo	pa
4739_CB	Chr5	11	15640790	15846839	pa	mo
4739_CC	Chr1	1	12990349	13500853	pa	mo
4739_CC	Chr2	2	5757546	7046762	mo	pa
4739_CC	Chr3	3	378941	707088	pa	mo
4739_CC	Chr3	4	19010356	19519769	mo	pa
4739_CC	Chr4	5	1087286	1337495	pa	mo
4739_CC	Chr5	6	25895278	26558168	mo	pa
4739_CD	Chr1	1	231383	690908	pa	mo
4739_CD	Chr1	2	4518975	5485810	mo	pa
4739_CD	Chr2	3	18215998	19088300	pa	mo
4739_CD	Chr3	4	12463095	13284327	pa	mo
4739_CD	Chr4	5	2395455	3003315	mo	pa
4739_CD	Chr5	6	1969872	3013491	pa	mo
4739_CD	Chr5	7	18965132	19050926	mo	pa
4739_CE	Chr1	1	3822844	4050127	mo	pa
4739_CE	Chr1	2	8620719	9181498	pa	mo
4739_CE	Chr1	3	11858316	12316803	mo	pa
4739_CE	Chr1	4	26412354	26996982	pa	mo
4739_CE	Chr2	5	5191069	5757546	pa	mo
4739_CE	Chr3	6	712969	1029809	pa	mo
4739_CE	Chr3	7	7236458	8414932	mo	pa
4739_CE	Chr4	8	15351900	15968922	pa	mo
4739_CF	Chr1	1	6772091	6908459	mo	pa
4739_CF	Chr1	2	19778263	20243782	pa	mo
4739_CF	Chr3	3	15384340	16406182	pa	mo
4739_CF	Chr4	4	6286324	6462018	pa	mo
4739_CF	Chr5	5	6853607	6861401	pa	mo
4739_CG	Chr1	1	6975535	7305335	pa	mo
4739_CG	Chr1	2	28725820	28800366	mo	pa
4739_CG	Chr2	3	16290095	16414309	mo	pa
4739_CG	Chr3	4	7949512	8620602	mo	pa
4739_CG	Chr4	5	5112498	5917052	pa	mo
4739_CG	Chr4	6	14833803	15049166	mo	pa
4739_CG	Chr5	7	19463813	19626946	mo	pa
4739_CH	Chr2	1	6571831	7755558	pa	mo
4739_CH	Chr3	2	8971126	9355847	mo	pa
4739_CH	Chr4	3	6264249	6462018	mo	pa
4739_CI	Chr1	1	10837308	11909687	mo	pa
4739_CI	Chr2	2	4643728	5404543	pa	mo
4739_CI	Chr2	3	13796964	14767358	mo	pa
4739_CI	Chr3	4	15787822	17462878	mo	pa
4739_CI	Chr3	5	22408797	22931093	pa	mo
4739_CI	Chr5	6	25600633	26558168	mo	pa
4739_CJ	Chr1	1	11282301	11375472	mo	pa
4739_CJ	Chr1	2	26412354	26996982	pa	mo
4739_CJ	Chr3	3	21425206	21742064	pa	mo
4739_CJ	Chr4	4	9308071	9759883	pa	mo
4739_CJ	Chr5	5	26558168	26660396	mo	pa
4739_CK	Chr1	1	25776606	26551068	pa	mo
4739_CK	Chr2	2	2367279	2502447	pa	mo
4739_CK	Chr3	3	5145409	5589673	mo	pa
4739_CK	Chr4	4	10919902	11390861	pa	mo
4739_CK	Chr4	5	16240767	16423411	mo	pa
4739_CK	Chr5	6	1315078	1873465	mo	pa
4739_CL	Chr1	1	1656138	1805167	mo	pa
4739_CL	Chr1	2	5338025	5844546	pa	mo
4739_CL	Chr1	3	21619010	23771998	mo	pa
4739_CL	Chr2	4	5674381	5757546	mo	pa
4739_CL	Chr2	5	16097808	16290095	pa	mo
4739_CL	Chr4	6	298303	755432	pa	mo
4739_CL	Chr5	7	1456039	2512500	mo	pa
4739_CL	Chr5	8	8669279	9634346	pa	mo
4739_CL	Chr5	9	18251826	19463813	mo	pa
4739_CM	Chr1	1	1656138	1805167	pa	mo
4739_CM	Chr1	2	29385770	29964840	mo	pa
4739_CM	Chr3	3	3856181	4814295	mo	pa
4739_CM	Chr3	4	22135772	22292793	pa	mo
4739_CM	Chr4	5	6677617	7442536	pa	mo
4739_CM	Chr4	6	10028464	10896521	mo	pa
4739_CM	Chr4	7	17004825	17074303	pa	mo
4739_CM	Chr5	8	21635688	22769226	pa	mo
4739_CN	Chr2	1	3859189	4577869	mo	pa
4739_CN	Chr2	2	13413286	14809222	pa	mo
4739_CN	Chr3	3	2344704	3113553	pa	mo
4739_CN	Chr4	4	4879041	5348670	mo	pa
4739_CO	Chr1	1	2272460	3822844	pa	mo
4739_CO	Chr1	2	8093651	8642920	mo	pa
4739_CO	Chr2	3	103278	352868	mo	pa
4739_CO	Chr2	4	7578551	7670176	pa	mo
4739_CO	Chr4	5	18032088	18417237	mo	pa
4739_CO	Chr5	6	5143873	6143273	mo	pa
4739_CO	Chr5	7	20133763	22575728	pa	mo
4739_CP	Chr1	1	6738784	7137682	pa	mo
4739_CP	Chr1	2	11120485	11466185	mo	pa
4739_CP	Chr1	3	27027387	27736703	pa	mo
4739_CP	Chr2	4	12331704	12875830	mo	pa
4739_CP	Chr3	5	2180118	3113553	pa	mo
4739_CP	Chr4	6	17934432	18385025	pa	mo
4739_CP	Chr5	7	10733981	11287259	mo	pa
4739_CP	Chr5	8	23837449	24638547	pa	mo
4739_CQ	Chr3	1	5119775	5376654	pa	mo
4739_CQ	Chr3	2	16158176	17283792	mo	pa
4739_CQ	Chr4	3	2395455	3027286	mo	pa
4739_CQ	Chr4	4	10928709	11390861	pa	mo
4739_CQ	Chr5	5	1969872	2512500	pa	mo
4739_CQ	Chr5	6	6143273	6861401	mo	pa
4740_A	Chr3	1	7949512	8620602	pa	mo
4740_A	Chr3	2	20627972	21090564	mo	pa
4740_A	Chr4	3	5917052	6139987	pa	mo
4740_A	Chr5	4	20133763	22400309	mo	pa
4740_B	Chr1	1	8093651	9107148	mo	pa
4740_B	Chr3	2	19089192	19838420	mo	pa
4740_B	Chr4	3	2066235	2718290	pa	mo
4740_B	Chr4	4	17738749	18417237	mo	pa
4740_B	Chr5	5	1588703	2265208	mo	pa
4740_C	Chr1	1	13311753	13332402	pa	mo
4740_C	Chr1	2	25000771	25776606	mo	pa
4740_C	Chr2	3	7366576	7578551	mo	pa
4740_C	Chr2	4	18215998	18466737	pa	mo
4740_C	Chr3	5	9624798	10120151	pa	mo
4740_C	Chr4	6	1087286	1337495	pa	mo
4740_C	Chr4	7	12568489	13636705	mo	pa
4740_C	Chr5	8	5902935	6831327	pa	mo
4740_D	Chr1	1	231383	1647424	mo	pa
4740_D	Chr1	2	6975535	8642920	pa	mo
4740_D	Chr1	3	22636698	23368828	mo	pa
4740_D	Chr3	4	15384340	16406182	mo	pa
4740_D	Chr5	5	3412112	3947766	mo	pa
4740_D	Chr5	6	14286722	15415369	pa	mo
4740_E	Chr1	1	3863776	4050127	mo	pa
4740_E	Chr1	2	9181498	9841070	pa	mo
4740_E	Chr2	3	2091849	2716945	pa	mo
4740_E	Chr3	4	10519841	10952581	pa	mo
4740_E	Chr4	5	8538953	9002767	mo	pa
4740_E	Chr4	6	17231949	17738749	pa	mo
4740_E	Chr5	7	721003	1354725	pa	mo
4740_E	Chr5	8	23930934	24638547	mo	pa
4740_F	Chr1	1	8377678	9105249	pa	mo
4740_F	Chr1	2	9931170	10343240	mo	pa
4740_F	Chr1	3	22636698	23771998	pa	mo
4740_F	Chr2	4	1011238	1744800	pa	mo
4740_F	Chr2	5	12486243	12914794	mo	pa
4740_F	Chr3	6	21742064	23198191	mo	pa
4740_F	Chr4	7	6610272	6761454	mo	pa
4740_F	Chr4	8	12163540	12821690	pa	mo
4740_F	Chr5	9	10284213	10733981	mo	pa
4740_F	Chr5	10	22400309	22769226	pa	mo
4740_G	Chr1	1	15740510	16032085	mo	pa
4740_G	Chr1	2	25054375	26996982	pa	mo
4740_G	Chr4	3	5321606	6264249	pa	mo
4740_G	Chr4	4	14535546	15084561	mo	pa
4740_G	Chr5	5	1588703	1969872	pa	mo
4740_G	Chr5	6	23930934	24638547	mo	pa
4740_H	Chr1	1	7305335	8377678	mo	pa
4740_H	Chr1	2	21619010	22560486	pa	mo
4740_H	Chr2	3	12512464	13534730	pa	mo
4740_H	Chr2	4	17191098	18466737	mo	pa
4740_H	Chr3	5	6236888	6506230	pa	mo
4740_H	Chr3	6	19106123	20627972	mo	pa
4740_H	Chr4	7	2395455	3027286	mo	pa
4740_H	Chr5	8	714349	721003	pa	mo
4740_H	Chr5	9	9337226	10092456	mo	pa
4740_H	Chr5	10	16253660	17259817	pa	mo
4740_I	Chr1	1	2403956	3604006	pa	mo
4740_I	Chr1	2	25776606	26412354	mo	pa
4740_I	Chr3	3	3519002	3597934	pa	mo
4740_I	Chr3	4	17984416	18672194	mo	pa
4740_I	Chr4	5	10896521	10919902	pa	mo
4740_I	Chr5	6	21635688	22651434	pa	mo
4740_J	Chr1	1	29385770	29878927	mo	pa
4740_J	Chr2	2	1011238	2114547	mo	pa
4740_J	Chr3	3	272592	655150	pa	mo
4740_J	Chr3	4	2331968	3806642	mo	pa
4740_J	Chr4	5	7531309	7769060	mo	pa
4740_J	Chr5	6	262387	714349	mo	pa
4740_J	Chr5	7	7020617	7960380	pa	mo
4740_K	Chr1	1	11375472	11909687	mo	pa
4740_K	Chr3	2	16158176	16406182	pa	mo
4740_K	Chr4	3	7531309	7769060	mo	pa
4740_L	Chr1	1	3863776	4395326	mo	pa
4740_L	Chr3	2	16319342	17462878	mo	pa
4740_L	Chr5	3	21635688	22575728	pa	mo
4740_M	Chr1	1	7305335	8377678	pa	mo
4740_M	Chr1	2	18147770	18612497	mo	pa
4740_M	Chr1	3	22636698	23771998	pa	mo
4740_M	Chr4	4	2066235	2395455	pa	mo
4740_N	Chr1	1	9770808	9931170	pa	mo
4740_N	Chr2	2	7924490	8076637	pa	mo
4740_N	Chr3	3	16888407	17666400	pa	mo
4740_N	Chr3	4	19519769	21417659	mo	pa
4740_N	Chr4	5	8341229	9002767	pa	mo
4740_N	Chr5	6	16349946	16900004	pa	mo
4740_O	Chr1	1	11466185	12132993	pa	mo
4740_O	Chr2	2	2367279	2716945	mo	pa
4740_O	Chr3	3	1166576	1845970	pa	mo
4740_O	Chr4	4	7866707	8235921	mo	pa
4740_P	Chr1	1	25000771	25776606	mo	pa
4740_P	Chr2	2	2506846	3797957	mo	pa
4740_P	Chr4	3	10028464	10244318	mo	pa
4740_P	Chr4	4	16423411	16901145	pa	mo
4740_P	Chr5	5	5034003	5143873	pa	mo
4740_P	Chr5	6	16182978	16900004	mo	pa
4740_Q	Chr1	1	2333948	2403956	pa	mo
4740_Q	Chr1	2	16210979	17296501	mo	pa
4740_Q	Chr1	3	21619010	22636698	pa	mo
4740_Q	Chr1	4	29544774	30095459	mo	pa
4740_Q	Chr4	5	5321606	5917052	pa	mo
4740_Q	Chr5	6	1644620	1969872	pa	mo
4740_Q	Chr5	7	23930934	24638547	mo	pa
4740_R	Chr1	1	18326530	18411725	pa	mo
4740_R	Chr2	2	789064	1284745	pa	mo
4740_R	Chr3	3	5077691	5388573	mo	pa
4740_R	Chr3	4	15030081	16406182	pa	mo
4740_R	Chr5	5	14570640	15846839	pa	mo
4740_S	Chr1	1	8093651	8642920	mo	pa
4740_S	Chr1	2	22560486	23771998	pa	mo
4740_S	Chr5	3	6853607	7079120	mo	pa
4740_S	Chr5	4	14048656	15415369	pa	mo
4740_T	Chr1	1	2333948	3822844	mo	pa
4740_T	Chr1	2	20544011	21510084	pa	mo
4740_T	Chr3	3	22446767	22931093	mo	pa
4740_T	Chr4	4	7297972	7769060	mo	pa
4740_T	Chr4	5	11390861	11897227	pa	mo
4740_U	Chr1	1	7670158	9105249	pa	mo
4740_U	Chr1	2	27936625	28222571	mo	pa
4740_U	Chr3	3	10519841	11483542	mo	pa
4740_U	Chr3	4	19519769	21090564	pa	mo
4740_U	Chr5	5	1456039	2512500	mo	pa
4740_U	Chr5	6	15846839	16044075	pa	mo
4740_U	Chr5	7	23376725	24638547	mo	pa
4740_V	Chr1	1	2845500	3648179	mo	pa
4740_W	Chr1	1	16632544	17582424	mo	pa
4740_W	Chr1	2	22636698	23811796	pa	mo
4740_W	Chr2	3	279510	789064	pa	mo
4740_W	Chr3	4	8414932	8640323	mo	pa
4740_W	Chr4	5	298303	688273	pa	mo
4740_W	Chr4	6	14243183	14904294	mo	pa
4740_W	Chr4	7	17074303	17442967	pa	mo
4740_W	Chr5	8	14048656	15415369	mo	pa
4740_X	Chr1	1	6908459	7137682	mo	pa
4740_X	Chr3	2	378941	707088	pa	mo
4740_X	Chr3	3	10596666	10952581	mo	pa
4740_X	Chr3	4	19519769	19838420	pa	mo
4740_X	Chr3	5	22292793	22448237	mo	pa
4740_X	Chr4	6	2348412	2718290	mo	pa
4740_X	Chr4	7	17255451	17724206	pa	mo
4740_X	Chr5	8	16182978	16349946	mo	pa
4740_Y	Chr1	1	27736703	28653598	pa	mo
4740_Y	Chr2	2	6590072	6910351	pa	mo
4740_Y	Chr2	3	13796964	14767358	mo	pa
4740_Y	Chr3	4	6580440	7002414	mo	pa
4740_Y	Chr3	5	15384340	16158176	pa	mo
4740_Y	Chr5	6	3013491	3235872	mo	pa
4740_Y	Chr5	7	25090257	26036538	pa	mo
4740_Z	Chr1	1	14053928	14129213	mo	pa
4740_Z	Chr1	2	16090970	16091522	pa	mo
4740_Z	Chr2	3	13796964	15043325	mo	pa
4740_Z	Chr5	4	2174214	2655717	mo	pa
4740_AA	Chr1	1	10837308	11282301	mo	pa
4740_AA	Chr2	2	18215998	18995024	mo	pa
4740_AA	Chr3	3	19606573	21691552	mo	pa
4740_AA	Chr5	4	20892078	22900943	mo	pa
4740_AB	Chr1	1	7305335	7670158	mo	pa
4740_AB	Chr1	2	27977489	28800366	pa	mo
4740_AB	Chr2	3	16290095	16430072	mo	pa
4740_AB	Chr2	4	18215998	18466737	pa	mo
4740_AB	Chr3	5	7902643	8525429	pa	mo
4740_AB	Chr4	6	16358049	16836873	mo	pa
4740_AC	Chr2	1	9111114	9855783	mo	pa
4740_AC	Chr2	2	18215998	18466737	pa	mo
4740_AC	Chr3	3	7011240	7393260	mo	pa
4740_AC	Chr3	4	19519769	21090564	pa	mo
4740_AC	Chr4	5	4879041	5917052	mo	pa
4740_AC	Chr4	6	17074303	17231949	pa	mo
4740_AC	Chr5	7	24638547	24669245	mo	pa
4740_AD	Chr1	1	690908	1656138	mo	pa
4740_AD	Chr1	2	12990349	13332402	pa	mo
4740_AD	Chr2	3	18215998	18466737	pa	mo
4740_AD	Chr3	4	8888903	9210057	pa	mo
4740_AD	Chr4	5	755432	875532	mo	pa
4740_AE	Chr1	1	3863776	4466390	pa	mo
4740_AE	Chr1	2	16210979	17460808	mo	pa
4740_AE	Chr2	3	352868	866562	pa	mo
4740_AE	Chr3	4	19606573	21693992	mo	pa
4740_AE	Chr4	5	11531584	12178606	pa	mo
4740_AE	Chr5	6	262387	721003	mo	pa
4740_AE	Chr5	7	20892078	22769226	pa	mo
4740_AF	Chr1	1	11626449	12132993	pa	mo
4740_AF	Chr3	2	19606573	20627972	pa	mo
4740_AF	Chr5	3	5902935	7079120	pa	mo
4740_AF	Chr5	4	22769226	23170730	mo	pa
